serial,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
12565780,1413464358,11,3,205,135,36086,1686,62287,0,0,9,1414972800,1415145600,1,0,1,8287,1,0,1,2,198,397,68
24916678,1396562694,25,2,23,48,4924,-1,568044,0,0,1,1411603200,1411776000,2,0,1,33390,6,0,1,6,105,12,8
24704191,1369906756,13,1,46,244,3818,-1,1015011,0,0,4,1370649600,1370736000,1,0,1,22727,6,0,2,6,144,1496,29
34759781,1388990962,24,2,3,50,5224,-1,19400,0,0,1,1395360000,1395705600,1,0,1,1725,1,0,1,3,182,1493,92
967921,1416256544,2,3,66,220,2086,4576,796466,0,1,5,1416355200,1416528000,1,0,1,8745,1,1,1,6,204,27,68
10467110,1415912624,2,3,66,462,17112,852,645201,0,0,9,1416873600,1417219200,4,0,1,12206,6,0,1,2,50,628,1
20967197,1404762611,24,2,3,51,51906,-1,699510,1,0,9,1405382400,1405641600,1,0,1,8282,1,0,2,3,126,232,85
15847962,1390899956,2,3,66,174,38554,2082,112567,0,0,2,1399852800,1400025600,1,2,4,12008,1,0,1,2,50,686,73
6265675,1411478440,30,4,195,548,56440,-1,617830,0,0,1,1421452800,1422316800,2,0,1,20844,6,0,1,3,182,1491,81
27484128,1368003835,8,4,77,871,36643,10098,1197536,0,1,3,1372636800,1372723200,3,1,1,15304,1,0,1,6,105,919,22
35279376,1399376834,11,3,205,354,25315,3982,730461,0,0,5,1403049600,1403308800,2,0,1,8788,1,1,1,6,77,2,2
5784266,1403705537,2,3,66,174,14752,6179,548856,0,0,0,1410480000,1410825600,2,0,1,20330,1,0,1,3,126,266,64
30257332,1414930784,34,3,205,354,21728,3516,68202,0,1,9,1434585600,1435104000,2,0,1,8745,1,0,1,6,204,1614,49
15452828,1378448583,2,3,66,331,46771,1126,262800,0,0,5,1395532800,1395964800,2,1,1,12188,6,0,1,4,8,110,52
30672212,1414019852,8,4,77,824,54176,-1,1166717,1,1,9,1416355200,1418515200,2,2,1,8745,1,0,1,6,204,158,21
4181551,1415837840,2,3,149,290,33116,-1,8201,0,1,9,1419638400,1419638400,2,0,1,21222,1,0,1,3,152,73,27
2697472,1364332829,8,4,77,824,15015,7,950325,0,0,1,1364688000,1364860800,3,2,2,20894,6,0,1,0,63,1258,41
8141830,1403087647,24,2,3,50,5703,-1,1031103,0,0,7,1420761600,1421193600,1,0,1,8289,1,0,1,6,107,36,59
3179354,1411748505,11,3,205,354,8806,60,1048798,0,0,1,1411689600,1411776000,2,0,1,14875,1,0,1,2,198,750,39
7941757,1419314596,2,3,66,314,51359,1354,404009,0,1,9,1423699200,1424217600,1,0,1,8791,1,0,1,4,8,110,87
15016303,1395739407,2,3,66,462,28654,2287,282336,0,0,9,1396051200,1396310400,1,0,1,26565,6,0,1,2,50,488,91
2779656,1418631165,11,3,205,385,45494,2361,1170563,0,1,1,1431129600,1431388800,2,2,1,8250,1,0,1,2,50,628,1
23952614,1409963790,2,3,66,462,44851,4,658047,0,0,0,1410048000,1410134400,2,0,1,23465,6,0,1,2,50,592,40
23222416,1398120699,23,1,1,184,28154,145,245763,1,0,9,1398384000,1398556800,2,0,1,21324,6,0,1,6,107,822,44
15263361,1358752006,2,3,66,337,3925,-1,966992,0,0,0,1359331200,1359504000,2,1,1,12227,6,0,5,2,50,701,31
6460699,1419971716,24,2,3,52,41373,-1,1159364,0,0,7,1436918400,1437177600,2,1,1,5497,1,0,1,3,182,79,81
3867183,1401024449,2,3,66,435,5391,232,405158,0,0,3,1402531200,1402790400,1,1,1,11982,1,0,2,2,50,488,59
28117018,1409506189,2,3,75,144,52467,-1,528415,1,0,2,1409616000,1409788800,2,0,1,25660,1,0,4,3,1,142,80
239729,1413572509,8,4,77,871,34077,4390,872529,0,0,5,1414713600,1414886400,6,1,3,268,1,0,1,3,99,1033,25
28679655,1395816305,11,3,205,354,55763,406,828171,0,1,2,1404950400,1405209600,4,0,1,8230,1,0,5,2,50,637,68
28742307,1388792615,18,2,119,0,27731,-1,996131,0,1,9,1390608000,1390953600,2,1,1,8288,1,0,1,2,198,399,95
11265262,1372678012,26,0,215,869,34618,718,117040,1,0,9,1388016000,1388534400,2,2,1,12813,5,0,2,2,50,412,72
31783764,1417563743,2,3,66,462,49272,983,469862,0,0,9,1417996800,1418169600,2,0,1,17869,4,0,1,2,50,366,47
17862932,1406710507,2,3,66,442,9891,1124,485836,0,0,9,1408233600,1408492800,1,0,1,12226,6,0,1,2,50,701,5
36743365,1402658117,2,3,66,174,11984,2401,304278,0,0,9,1402704000,1402790400,1,0,1,44045,3,0,1,2,50,701,5
27887945,1418922967,2,3,66,256,42825,471,1127361,0,0,9,1419984000,1420329600,1,2,1,8281,1,0,1,2,50,663,68
17933809,1357995149,2,3,66,322,13998,-1,673900,0,1,9,1362787200,1363305600,2,0,1,8791,1,1,1,4,8,110,65
6039327,1389362739,2,3,66,153,23511,5432,25365,0,0,2,1394668800,1395187200,2,0,1,8252,1,0,1,6,170,313,46
854976,1416045845,2,3,66,462,14785,2858,422595,0,1,9,1436572800,1437350400,2,1,1,8855,1,0,1,2,50,213,0
20553544,1367573536,8,4,77,824,4588,-1,617397,1,0,3,1371427200,1371772800,2,0,1,18651,6,0,2,6,169,28,90
836443,1407685151,31,2,50,772,47681,-1,373884,1,0,9,1408147200,1408320000,1,0,1,8282,1,0,1,3,126,232,81
15748275,1404845893,35,2,70,47,38002,-1,1068296,0,1,9,1410912000,1411344000,6,0,3,8747,1,0,1,3,106,107,9
33312844,1419676515,23,1,1,318,2096,5214,10998,1,1,9,1426291200,1426809600,2,0,1,1152,1,0,2,4,47,1502,20
15502385,1374153531,2,3,66,174,41447,2632,401830,0,0,9,1376784000,1376956800,2,0,1,21257,1,0,1,2,50,837,93
1004691,1405404514,2,3,66,220,285,4389,905679,1,0,9,1405641600,1405814400,2,0,1,8253,1,1,1,6,70,19,64
28805813,1364737613,24,2,77,871,36643,456,1167825,0,0,9,1365033600,1365206400,4,2,1,8286,1,0,2,0,63,1258,55
12278257,1399548805,11,3,205,354,25315,3734,244252,0,0,3,1405987200,1406246400,2,0,1,8745,1,0,1,6,204,27,43
29618734,1407920880,2,3,66,196,2428,4604,843202,0,0,9,1410220800,1410307200,2,0,1,20589,6,0,1,6,180,2111,25
2637061,1389813684,2,3,66,348,842,2450,789381,0,0,0,1406073600,1406332800,1,0,1,8278,1,0,2,2,50,368,8
10853648,1411826790,2,3,205,354,21259,1656,951739,0,1,1,1423612800,1424044800,2,0,1,11938,1,0,1,4,8,126,65
1496460,1394394300,11,3,205,385,46709,-1,1158132,0,0,0,1398902400,1399161600,2,0,1,1885,3,0,1,2,198,393,23
30054642,1394920237,2,3,66,174,5938,7026,752611,1,0,1,1397433600,1397606400,2,0,1,21773,6,0,1,6,208,1418,14
12752484,1396712212,2,3,66,322,44140,279,669757,0,0,3,1397865600,1397952000,2,2,1,27468,6,1,1,2,50,1263,11
10909410,1395490636,2,3,66,467,36345,1250,1133049,0,0,0,1404518400,1404691200,2,0,1,24822,1,0,1,2,50,450,32
26873890,1409266331,34,3,205,354,2433,-1,689231,0,1,9,1409875200,1409961600,1,0,1,24952,3,0,3,2,50,368,70
26507188,1407949395,34,3,205,354,10837,1,810483,0,0,9,1407974400,1408060800,2,0,1,25928,1,1,1,2,198,379,28
9036757,1419652276,2,3,58,50,47668,-1,273946,0,1,9,1447200000,1447804800,2,0,1,14907,1,0,1,0,87,58,80
10535682,1365588979,2,3,66,196,2428,206,909817,0,0,9,1365638400,1365724800,1,0,1,8267,1,0,1,2,50,675,38
31233622,1384340881,2,3,66,174,42899,907,216290,0,1,9,1387497600,1387929600,2,0,1,8824,1,0,2,4,8,118,92
28793853,1363343626,2,3,66,174,23702,5655,1143206,0,0,3,1376006400,1376265600,2,1,1,12241,6,0,2,6,204,27,11
4106711,1413298515,2,3,66,260,27951,12,1036151,0,0,9,1414022400,1414108800,4,0,1,27568,6,0,2,2,50,643,72
18064576,1396254589,2,3,66,435,165,61,1011539,0,0,2,1396569600,1396656000,2,0,1,55011,6,0,1,2,50,427,15
11843294,1362480706,2,3,66,348,48862,1539,1078735,0,1,9,1369267200,1369612800,2,0,1,11923,1,0,1,4,80,204,73
22297707,1411574185,2,3,215,715,136,1475,412963,0,1,9,1419379200,1419724800,2,1,1,8268,1,0,1,2,50,682,34
32860440,1416829238,2,3,80,38,52486,-1,1059949,0,1,9,1417478400,1417824000,2,0,1,468,1,0,1,3,48,153,41
30628664,1370504839,11,3,205,330,43026,-1,1047387,0,0,5,1377043200,1377216000,5,0,2,26414,6,0,1,2,198,399,50
36427294,1408641155,2,3,230,395,36062,-1,314433,0,1,9,1419552000,1419638400,3,3,1,11827,1,0,1,2,50,447,72
32028035,1406846347,2,3,66,174,20857,225,1135641,0,0,1,1408060800,1408233600,2,0,1,8250,1,0,1,2,50,628,1
10236916,1406822772,2,3,66,448,25538,210,997965,0,1,9,1410998400,1411171200,2,0,1,8267,1,0,1,2,50,675,70
12892147,1418995643,37,1,69,573,33444,-1,1113923,0,0,0,1419638400,1419984000,2,1,1,20153,1,0,1,6,105,1807,62
22016539,1413227838,11,3,205,354,50386,1222,600768,0,0,9,1418428800,1418515200,2,0,1,11353,1,0,1,2,50,699,51
15545468,1406466288,2,3,1,329,4948,123,506759,1,0,9,1406592000,1406678400,4,1,2,21790,6,0,1,6,105,29,82
19277603,1398107187,2,3,66,348,9297,2086,586746,0,0,3,1403740800,1404000000,2,3,1,23693,1,0,1,2,50,1634,90
3663589,1409859104,2,3,66,184,11740,3331,1115583,0,0,9,1419724800,1419984000,1,0,1,13094,3,0,1,2,50,212,96
34714826,1375026297,2,3,66,174,26232,2519,1080817,0,1,9,1387497600,1387584000,2,0,1,8271,1,0,8,2,50,696,2
4873394,1419710440,2,3,66,174,26232,7925,579355,1,1,2,1425168000,1425513600,2,0,1,8220,1,0,2,3,182,46,57
12458599,1360516518,2,3,66,448,31350,132,894750,0,0,2,1361491200,1361577600,2,2,1,4092,3,0,3,2,50,678,48
30923870,1418319514,2,3,66,220,2086,4435,571068,1,1,1,1419724800,1420416000,1,0,1,8253,1,0,1,6,70,19,2
2186035,1399974140,2,3,66,174,24103,9,757462,0,0,3,1399939200,1400025600,2,0,1,12217,6,0,1,2,50,365,13
34725730,1412597037,18,2,119,0,27731,-1,1113487,0,0,0,1413849600,1414022400,1,0,1,6574,6,1,1,3,171,61,11
33105730,1388816956,2,3,66,315,54058,3999,569065,0,0,9,1395014400,1395273600,3,0,1,22870,6,0,1,4,93,2085,61
22916695,1381873926,11,3,205,155,14703,5287,321933,0,0,0,1388793600,1389225600,2,0,1,8289,1,0,1,6,107,36,64
4331205,1399034308,2,3,66,174,29558,227,394749,0,0,9,1399248000,1399507200,2,0,1,8250,1,0,1,2,50,628,92
34371379,1363887679,34,3,205,354,21728,2083,1073620,0,0,9,1365292800,1365465600,2,2,1,8272,1,0,1,2,50,659,31
12293968,1414146123,2,3,66,174,26232,6963,326467,1,0,3,1419897600,1420070400,2,0,1,662,3,0,1,0,34,348,30
17785816,1365421470,11,3,205,155,6783,185,273884,0,0,0,1372204800,1372291200,2,2,1,25963,6,0,4,2,198,371,72
24745630,1396532756,2,3,66,260,5132,-1,1131936,0,1,9,1402617600,1403222400,2,0,1,11942,1,0,1,4,193,99,80
8276885,1411771916,24,2,3,43,43576,-1,207667,0,0,5,1419292800,1419465600,2,0,1,53146,1,0,1,3,141,1195,60
10105116,1408301341,2,3,66,318,3630,-1,481241,0,0,0,1409529600,1409616000,2,0,1,24860,6,0,1,2,50,673,23
9218149,1376818525,2,3,66,143,26103,1500,899290,0,0,3,1391040000,1393286400,2,0,1,21360,6,0,1,4,8,1532,9
16503888,1375227675,2,3,66,174,24103,227,622940,0,0,0,1378166400,1378339200,2,0,1,8250,1,0,1,2,50,628,1
20390745,1378583527,34,3,205,135,36086,3114,150789,0,0,9,1388102400,1389571200,2,0,1,22943,1,0,1,4,131,167,82
5018346,1401031318,18,2,119,0,27731,-1,966644,1,0,9,1404518400,1404777600,2,2,1,8255,1,0,2,6,77,20,11
13743993,1375188223,2,3,66,315,17350,526,205286,0,0,9,1375574400,1375660800,1,0,8,25700,6,0,1,2,50,191,47
9214284,1395434526,11,3,205,135,36086,65,884565,0,0,9,1403913600,1404000000,2,1,1,25944,6,0,2,2,198,370,55
15409129,1419001434,11,3,205,135,36086,1269,152887,0,0,9,1419206400,1419379200,2,1,1,8278,1,0,1,2,50,368,18
13904903,1367954017,24,2,3,50,22013,-1,704583,0,0,7,1373414400,1373846400,2,0,1,23479,6,0,4,6,70,19,23
30893410,1379862404,34,3,205,155,14703,2618,497704,0,0,9,1386288000,1386633600,2,0,1,17520,3,0,1,2,50,682,34
36413999,1360882642,13,1,46,244,44062,236,247468,0,0,5,1381449600,1381622400,7,0,4,53920,3,0,2,6,68,275,16
16705247,1411410034,24,2,3,50,5224,-1,1153947,0,0,2,1414713600,1414800000,1,0,1,1601,3,0,1,3,106,758,57
8484217,1385824449,2,3,66,294,41593,1569,854813,0,1,9,1387152000,1387584000,2,0,1,11439,1,0,6,4,163,1503,65
19160905,1415012571,2,3,66,226,18666,1726,267127,0,0,1,1427500800,1428105600,2,0,1,11334,1,0,2,4,96,201,26
27455615,1403380498,2,3,66,174,13248,251,1121799,0,0,0,1404432000,1404604800,2,0,1,23663,6,0,1,2,50,629,79
29337373,1394561833,32,1,62,135,38436,-1,111518,1,1,0,1397692800,1397952000,3,1,2,53533,3,0,3,6,70,19,25
2098428,1360846142,2,3,66,337,23360,141,505662,0,0,9,1360972800,1362268800,2,1,1,12007,1,0,1,2,50,469,72
2236685,1402346514,2,3,66,348,14866,62,896449,0,0,4,1405296000,1405555200,1,0,1,8267,1,0,1,2,50,675,55
36297695,1409920302,2,3,66,322,4528,322,1016433,0,0,0,1412985600,1413072000,2,2,1,8244,1,0,1,2,50,643,42
27194664,1403362317,2,3,66,174,18354,633,418615,0,0,9,1404000000,1404432000,1,0,1,8272,1,0,1,2,50,659,48
3487733,1410840306,2,3,198,153,17956,-1,645075,0,0,9,1410825600,1410912000,2,0,1,23048,1,0,3,3,48,152,11
30601728,1413355877,2,3,66,293,48585,634,973143,0,0,9,1416700800,1416787200,2,0,1,12483,5,0,1,2,50,675,41
20689801,1417776264,2,3,66,226,42300,99,1046478,0,0,9,1417996800,1418169600,1,0,1,25882,1,0,1,2,50,484,48
4686225,1415123249,2,3,66,220,23801,4140,88846,1,1,9,1418947200,1419033600,2,0,1,8252,1,0,1,6,170,313,2
33594505,1399796483,34,3,205,354,48951,4601,893847,0,0,9,1408147200,1408320000,1,0,1,8855,1,0,1,2,50,213,84
17791704,1420058806,2,3,66,447,28894,352,287646,1,0,9,1420156800,1420243200,2,0,1,8250,1,0,1,2,50,628,54
32200367,1360502197,2,3,66,467,17190,1693,359789,0,1,9,1363305600,1363737600,2,0,1,8278,1,0,2,2,50,368,37
25309219,1371299777,2,3,66,315,22202,2495,709967,0,0,9,1375747200,1376524800,2,0,1,8288,1,0,1,2,198,399,95
34167458,1403563629,34,3,205,354,11896,-1,358970,0,0,9,1407196800,1407456000,2,0,1,41137,1,0,1,6,127,141,36
22726420,1360448162,2,3,66,174,24103,5959,815271,0,1,9,1370131200,1370822400,2,0,1,20324,6,0,1,3,126,232,30
33252893,1407179462,2,3,66,314,31381,181,1049741,0,0,3,1407542400,1407715200,2,0,1,11939,1,0,1,2,50,694,72
35793289,1393396085,2,3,231,81,27564,-1,286651,0,0,9,1400284800,1400371200,4,0,4,9145,1,0,2,2,50,364,55
6695010,1366240705,2,3,66,174,14987,2889,529544,1,1,9,1375315200,1375747200,2,0,1,11372,1,0,1,4,121,199,80
5564332,1418847669,2,3,66,442,7145,18,1183127,1,0,2,1421452800,1421539200,1,1,1,8235,1,0,1,2,50,406,99
3454487,1378976094,2,3,1,457,42003,107,543788,1,0,1,-9223372037,-9223372037,2,0,1,33713,3,0,1,6,105,1817,53
36749035,1414442046,11,3,205,155,53078,5299,323587,0,0,9,1432080000,1432166400,2,0,1,8221,1,0,1,3,99,47,59
24322263,1409689414,2,3,66,220,43026,324,834798,0,0,2,1413936000,1414022400,1,0,1,8260,1,0,1,2,50,701,5
31338760,1401787803,34,3,205,135,17369,1,490998,0,0,9,1403827200,1404000000,2,0,1,44491,6,0,1,2,198,938,48
29313255,1402758397,2,3,66,462,49272,7,52208,0,0,9,1402704000,1402790400,1,0,1,12272,6,0,2,2,50,663,41
270042,1366489923,11,3,205,155,6802,5429,977008,0,1,2,1369526400,1370736000,2,0,1,18787,1,0,1,6,105,1869,35
29877764,1384957488,18,2,119,0,27731,-1,280867,0,0,5,1392076800,1392249600,1,0,1,8785,1,0,1,6,105,35,11
33370494,1406039621,2,3,66,448,53078,392,173157,0,0,9,1406332800,1406505600,2,0,1,11850,1,0,3,2,198,750,56
7108148,1386435368,24,2,3,64,3169,-1,471695,0,1,2,1388361600,1388793600,2,1,1,8795,1,0,2,0,63,966,46
2296989,1402970133,2,3,66,149,20498,1842,1055121,0,1,9,1402963200,1403222400,1,0,1,11439,1,0,1,4,163,1503,65
21552519,1412525336,2,3,66,346,29217,185,166920,0,0,9,1412726400,1412899200,4,0,1,12826,5,0,1,2,50,1230,23
33177856,1418763657,2,3,66,174,39877,2554,803076,0,1,9,1419465600,1419724800,2,0,1,669,3,0,1,2,50,212,91
14052787,1414504805,24,2,205,155,36012,247,1126254,0,0,2,1419552000,1419897600,2,0,1,12943,5,0,2,2,198,399,39
15908283,1370991848,11,3,205,330,43026,-1,257558,0,0,3,1372464000,1372723200,1,1,1,8270,1,0,3,2,198,1556,4
37294399,1359724994,2,3,66,258,4687,1437,1065402,0,1,0,1360195200,1360454400,2,0,1,8791,1,0,4,4,8,110,26
36271079,1402358220,2,3,80,41,37868,-1,904852,0,0,9,1410652800,1410825600,2,0,1,21451,6,0,1,6,107,36,11
24599312,1403565550,2,3,66,226,50659,497,646958,1,0,9,1405814400,1405987200,3,3,1,11939,1,0,1,2,50,692,48
29146981,1363171084,2,3,66,220,28809,1245,845994,0,1,9,1364428800,1364688000,2,1,1,8814,1,0,2,4,51,1509,34
28915165,1393104922,11,3,205,385,38184,2249,247226,0,1,9,1405641600,1406851200,2,0,1,8250,1,0,4,2,50,628,84
8314628,1368281506,11,3,205,155,27146,505,312634,0,1,5,1368576000,1368662400,2,0,1,1856,3,0,1,2,198,963,90
5790958,1407485251,2,3,66,258,55068,-1,570515,0,0,2,1408752000,1408838400,2,0,1,8230,1,0,1,2,50,637,98
26984960,1409429863,37,1,69,1011,17091,-1,1011243,1,0,9,1416355200,1416614400,2,0,1,11181,6,0,2,5,203,253,58
26219183,1416905588,11,3,205,155,6802,1158,1140012,0,0,9,1417392000,1417564800,1,0,1,45120,1,0,1,2,198,404,99
249822,1382193198,2,3,66,448,43175,4247,897358,0,1,9,1387324800,1388102400,5,0,2,21588,6,0,1,6,144,24,83
7191371,1408636702,24,2,3,71,36693,-1,704692,0,1,1,1421193600,1421452800,1,0,1,8741,1,0,6,6,144,13,8
32620452,1403783279,2,3,66,311,19294,170,332820,0,0,1,1405382400,1405468800,1,0,1,11357,1,0,1,2,50,674,13
1012,1409812193,11,3,205,354,25315,43,6450,0,0,5,1410566400,1410652800,1,0,8,14875,1,0,1,2,198,750,4
